id,time,end,type,sc_id,source,orbit,description,discussion,tag
116478,"2018-01-26 08:27:13 UTC","2018-01-26 08:29:33 UTC",burst_segment,mms,Burst,843,"Series of foreshock transients (HFAs, FBs, and/or SLAMS) and quasi-parallel bow shock activity",undefined,null
116550,"2018-01-26 21:59:03 UTC","2018-01-26 22:00:13 UTC",burst_segment,mms,Burst,844,"SLAMS or quasi-parallel bow shock",undefined,null
116555,"2018-01-26 22:15:03 UTC","2018-01-26 22:17:03 UTC",burst_segment,mms,Burst,844,"Series of SLAMS or quasi-parallel Bow Shock crossings",undefined,null
116556,"2018-01-26 22:17:03 UTC","2018-01-26 22:19:03 UTC",burst_segment,mms,Burst,844,"Series of SLAMS or quasi-parallel Bow Shock crossings",undefined,null
116557,"2018-01-26 22:19:03 UTC","2018-01-26 22:21:03 UTC",burst_segment,mms,Burst,844,"Series of SLAMS or quasi-parallel Bow Shock crossings",undefined,null
117717,"2018-02-18 08:55:35 UTC","2018-02-20 20:19:09 UTC",sitl_report,mms,SITL,852,"Orbit 852 captured high-shear full MP crossings on the outbound and low-shear MPs on the inbound, some with jets. Quasi-parallel shocks selected and some pristine solar wind with Bz=0 for turbulence studies as well as a few bifurcated solar wind CS.",undefined,null
117859,"2018-02-18 12:19:03 UTC","2018-02-18 12:21:03 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS w/ Vy>0 flow",undefined,null
117860,"2018-02-18 12:21:03 UTC","2018-02-18 12:22:43 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS and downstream turbulence with large diffB=2uA/m2",undefined,null
117689,"2018-02-18 12:21:13 UTC","2018-02-18 12:24:13 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS and downstream turbulence with large diffB=2uA/m2",undefined,null
117861,"2018-02-18 12:22:43 UTC","2018-02-18 12:24:13 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS and downstream turbulence with large diffB=2uA/m2",undefined,null
117696,"2018-02-18 13:19:43 UTC","2018-02-18 13:23:03 UTC",burst_segment,mms,Burst,852,"Quasi-para BS and diffB<1.5 fluctuations",undefined,null
117699,"2018-02-18 13:56:53 UTC","2018-02-18 13:58:03 UTC",burst_segment,mms,Burst,852,"Quasi-para BS and diffB>2 turbulent MSH CS",undefined,null
117700,"2018-02-18 14:01:03 UTC","2018-02-18 14:01:33 UTC",burst_segment,mms,Burst,852,"MSH CS downstream quasi-para BS",undefined,null
117701,"2018-02-18 14:04:03 UTC","2018-02-18 14:05:03 UTC",burst_segment,mms,Burst,852,"MSH CS downstream quasi-para BS",undefined,null
117702,"2018-02-18 14:08:13 UTC","2018-02-18 14:10:13 UTC",burst_segment,mms,Burst,852,"Quasi-para BS",undefined,null
117703,"2018-02-18 14:10:13 UTC","2018-02-18 14:12:03 UTC",burst_segment,mms,Burst,852,"Quasi-para BS",undefined,null
117704,"2018-02-18 14:12:03 UTC","2018-02-18 14:14:03 UTC",burst_segment,mms,Burst,852,"Quasi-para BS",undefined,null
117718,"2018-02-20 13:52:33 UTC","2018-02-20 13:54:23 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS with large diffB=2.5 event",undefined,null
117719,"2018-02-20 13:54:23 UTC","2018-02-20 13:56:13 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS with large diffB=2.5 event",undefined,null
117721,"2018-02-20 14:13:03 UTC","2018-02-20 14:14:43 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS and large diffB=1.2 activity",undefined,null
117722,"2018-02-20 14:14:43 UTC","2018-02-20 14:16:33 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS and large diffB=1.2 activity",undefined,null
117723,"2018-02-20 14:16:33 UTC","2018-02-20 14:18:13 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS and large diffB=1.2 activity",undefined,null
117724,"2018-02-20 14:21:03 UTC","2018-02-20 14:23:03 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS and turbulent MSH CS",undefined,null
117725,"2018-02-20 14:23:03 UTC","2018-02-20 14:25:13 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS and turbulent MSH CS",undefined,null
117726,"2018-02-20 14:25:43 UTC","2018-02-20 14:27:13 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS with diffB",undefined,null
117727,"2018-02-20 14:27:13 UTC","2018-02-20 14:30:13 UTC",burst_segment,mms,Burst,852,"Quasi-parallel BS with diffB",undefined,null
117976,"2018-02-21 07:31:53 UTC","2018-02-21 07:36:03 UTC",burst_segment,mms,Burst,853,"MSH turbulent CS downstream quasi-para BS",undefined,null
117977,"2018-02-21 07:48:53 UTC","2018-02-21 07:51:13 UTC",burst_segment,mms,Burst,853,"MSH turbulent CS downstream of quasi-parallel BS",undefined,null
117978,"2018-02-21 07:51:13 UTC","2018-02-21 07:53:33 UTC",burst_segment,mms,Burst,853,"MSH turbulent CS downstream of quasi-parallel BS",undefined,null
117979,"2018-02-21 07:53:33 UTC","2018-02-21 07:56:03 UTC",burst_segment,mms,Burst,853,"MSH turbulent CS downstream of quasi-parallel BS",undefined,null
117980,"2018-02-21 07:56:03 UTC","2018-02-21 07:58:23 UTC",burst_segment,mms,Burst,853,"MSH turbulent CS downstream of quasi-parallel BS",undefined,null
117981,"2018-02-21 07:58:23 UTC","2018-02-21 08:01:43 UTC",burst_segment,mms,Burst,853,"MSH turbulence and CS downstream of quasi-para BS",undefined,null
117982,"2018-02-21 08:01:43 UTC","2018-02-21 08:04:43 UTC",burst_segment,mms,Burst,853,"Several quasi-parallel BS encounters with large diffB>4",undefined,null
117983,"2018-02-21 08:04:43 UTC","2018-02-21 08:07:03 UTC",burst_segment,mms,Burst,853,"Several quasi-parallel BS encounters with large diffB>4",undefined,null
118027,"2018-02-23 12:04:13 UTC","2018-02-23 12:06:43 UTC",burst_segment,mms,Burst,853,"Extended quasi-parallel BS for fast solar wind speed",undefined,null
118028,"2018-02-23 12:06:43 UTC","2018-02-23 12:09:03 UTC",burst_segment,mms,Burst,853,"Extended quasi-parallel BS for fast solar wind speed",undefined,null
118029,"2018-02-23 12:09:03 UTC","2018-02-23 12:11:33 UTC",burst_segment,mms,Burst,853,"Extended quasi-parallel BS for fast solar wind speed",undefined,null
118030,"2018-02-23 12:11:33 UTC","2018-02-23 12:14:03 UTC",burst_segment,mms,Burst,853,"Extended quasi-parallel BS for fast solar wind speed",undefined,null
118033,"2018-02-23 12:40:23 UTC","2018-02-23 12:44:53 UTC",burst_segment,mms,Burst,853,"MSH turbulent CS downstream quasi-para BS",undefined,null
118079,"2018-02-24 00:07:57 UTC","2018-02-26 11:32:08 UTC",sitl_report,mms,SITL,854,"Orbit 854: The outbound ROI missed the magnetopause and includes an HPCA 2-min calibration request within 0013-0023 UT, partial MPs with Vz flows, MSH CS and turbulence and a BS. The middle ROI includes one SW CS and pristine SW with Bz=0 for turbulence study. Inbound ROI includes quasi-parallel shock and magnetopause crossing with ion jets.",undefined,null
118066,"2018-02-24 04:53:13 UTC","2018-02-24 04:55:43 UTC",burst_segment,mms,Burst,854,"Quasi-parallel BS and turbulent MSH CS",undefined,null
118071,"2018-02-24 06:07:13 UTC","2018-02-24 06:09:33 UTC",burst_segment,mms,Burst,854,"Quasi-parallel BS and turbulent MSH",undefined,null
118072,"2018-02-24 06:09:33 UTC","2018-02-24 06:12:03 UTC",burst_segment,mms,Burst,854,"Quasi-parallel BS and turbulent MSH",undefined,null
118073,"2018-02-24 06:12:03 UTC","2018-02-24 06:14:23 UTC",burst_segment,mms,Burst,854,"Quasi-parallel BS and turbulent MSH",undefined,null
118093,"2018-02-26 07:07:33 UTC","2018-02-26 07:09:53 UTC",burst_segment,mms,Burst,854,"Quasi-parallel BS with large diffB",undefined,null
118094,"2018-02-26 07:09:53 UTC","2018-02-26 07:12:13 UTC",burst_segment,mms,Burst,854,"Quasi-parallel BS with large diffB",undefined,null
118095,"2018-02-26 07:12:13 UTC","2018-02-26 07:14:33 UTC",burst_segment,mms,Burst,854,"Quasi-parallel BS with large diffB",undefined,null
118096,"2018-02-26 07:14:33 UTC","2018-02-26 07:16:53 UTC",burst_segment,mms,Burst,854,"Quasi-parallel BS with large diffB",undefined,null
118097,"2018-02-26 07:16:53 UTC","2018-02-26 07:19:13 UTC",burst_segment,mms,Burst,854,"Quasi-parallel BS with large diffB",undefined,null
118250,"2018-02-26 23:43:13 UTC","2018-02-26 23:44:53 UTC",burst_segment,mms,Burst,855,"Quasi-parallel bowshock",undefined,null
119039,"2018-03-15 02:40:13 UTC","2018-03-15 02:42:43 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock and SLAMMS",undefined,null
119040,"2018-03-15 02:42:43 UTC","2018-03-15 02:46:03 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock and SLAMMS",undefined,null
119041,"2018-03-15 02:46:03 UTC","2018-03-15 02:48:13 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock and SLAMMS",undefined,null
119042,"2018-03-15 02:48:13 UTC","2018-03-15 02:49:53 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock and SLAMMS",undefined,null
119043,"2018-03-15 02:49:53 UTC","2018-03-15 02:51:43 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock and SLAMMS",undefined,null
119044,"2018-03-15 02:51:43 UTC","2018-03-15 02:53:23 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock and SLAMMS",undefined,null
119045,"2018-03-15 03:11:43 UTC","2018-03-15 03:14:23 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shock",undefined,null
119046,"2018-03-15 03:23:23 UTC","2018-03-15 03:27:03 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shock",undefined,null
119047,"2018-03-15 03:43:33 UTC","2018-03-15 03:45:53 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock",undefined,null
119048,"2018-03-15 03:45:53 UTC","2018-03-15 03:48:13 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock",undefined,null
119049,"2018-03-15 03:48:13 UTC","2018-03-15 03:50:33 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock",undefined,null
119050,"2018-03-15 03:50:33 UTC","2018-03-15 03:53:03 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock",undefined,null
119051,"2018-03-15 03:53:03 UTC","2018-03-15 03:55:23 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock",undefined,null
119052,"2018-03-15 03:55:23 UTC","2018-03-15 03:57:43 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shocks with foreshock",undefined,null
119053,"2018-03-15 04:03:23 UTC","2018-03-15 04:06:13 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shock",undefined,null
119054,"2018-03-15 04:20:13 UTC","2018-03-15 04:22:13 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shock",undefined,null
119055,"2018-03-15 04:22:13 UTC","2018-03-15 04:24:13 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shock",undefined,null
119056,"2018-03-15 04:24:13 UTC","2018-03-15 04:26:13 UTC",burst_segment,mms,Burst,860,"Quasi-parallel shock",undefined,null
119245,"2018-03-15 19:02:09 UTC","2018-03-18 04:34:15 UTC",sitl_report,mms,SITL,861,"Busy ROI with several MP crossings, quasi-parallel and perp shock and a few SW current sheets",undefined,null
119177,"2018-03-15 23:06:43 UTC","2018-03-15 23:09:13 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119178,"2018-03-15 23:09:13 UTC","2018-03-15 23:11:33 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119179,"2018-03-15 23:11:33 UTC","2018-03-15 23:14:03 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119180,"2018-03-15 23:14:03 UTC","2018-03-15 23:16:23 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119181,"2018-03-15 23:16:23 UTC","2018-03-15 23:18:53 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119182,"2018-03-15 23:18:53 UTC","2018-03-15 23:21:13 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119183,"2018-03-15 23:21:13 UTC","2018-03-15 23:23:43 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119184,"2018-03-15 23:23:43 UTC","2018-03-15 23:26:13 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119185,"2018-03-15 23:26:13 UTC","2018-03-15 23:28:33 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119186,"2018-03-15 23:28:33 UTC","2018-03-15 23:31:03 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119187,"2018-03-15 23:31:03 UTC","2018-03-15 23:33:23 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119188,"2018-03-15 23:33:23 UTC","2018-03-15 23:35:53 UTC",burst_segment,mms,Burst,861,"Complex quasi-parallel shock with foreshock",undefined,null
119189,"2018-03-16 00:36:13 UTC","2018-03-16 00:38:33 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119190,"2018-03-16 00:38:33 UTC","2018-03-16 00:41:03 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119191,"2018-03-16 00:41:03 UTC","2018-03-16 00:43:23 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119192,"2018-03-16 00:43:23 UTC","2018-03-16 00:45:53 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119193,"2018-03-16 00:45:53 UTC","2018-03-16 00:48:13 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119194,"2018-03-16 00:48:13 UTC","2018-03-16 00:50:43 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119195,"2018-03-16 00:50:43 UTC","2018-03-16 00:53:03 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119196,"2018-03-16 00:53:03 UTC","2018-03-16 00:55:33 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119197,"2018-03-16 00:55:33 UTC","2018-03-16 00:57:53 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119198,"2018-03-16 00:57:53 UTC","2018-03-16 01:00:23 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119199,"2018-03-16 01:00:23 UTC","2018-03-16 01:02:43 UTC",burst_segment,mms,Burst,861,"Quasi-parallel shock with foreshock",undefined,null
119200,"2018-03-16 01:39:53 UTC","2018-03-16 01:42:13 UTC",burst_segment,mms,Burst,861,"Quasi-paralle shock with foreshock",undefined,null
119201,"2018-03-16 01:42:13 UTC","2018-03-16 01:44:43 UTC",burst_segment,mms,Burst,861,"Quasi-paralle shock with foreshock",undefined,null
119202,"2018-03-16 01:44:43 UTC","2018-03-16 01:47:03 UTC",burst_segment,mms,Burst,861,"Quasi-paralle shock with foreshock",undefined,null
119203,"2018-03-16 01:47:03 UTC","2018-03-16 01:49:33 UTC",burst_segment,mms,Burst,861,"Quasi-paralle shock with foreshock",undefined,null
119204,"2018-03-16 01:49:33 UTC","2018-03-16 01:51:53 UTC",burst_segment,mms,Burst,861,"Quasi-paralle shock with foreshock",undefined,null
119205,"2018-03-16 01:51:53 UTC","2018-03-16 01:54:23 UTC",burst_segment,mms,Burst,861,"Quasi-paralle shock with foreshock",undefined,null
119206,"2018-03-16 01:54:23 UTC","2018-03-16 01:56:43 UTC",burst_segment,mms,Burst,861,"Quasi-paralle shock with foreshock",undefined,null
119207,"2018-03-16 01:56:43 UTC","2018-03-16 01:59:13 UTC",burst_segment,mms,Burst,861,"Quasi-paralle shock with foreshock",undefined,null
119227,"2018-03-17 23:35:43 UTC","2018-03-17 23:37:43 UTC",burst_segment,mms,Burst,861,"in and out Quasi-parallel shocks",undefined,null
119228,"2018-03-17 23:37:43 UTC","2018-03-17 23:39:43 UTC",burst_segment,mms,Burst,861,"in and out Quasi-parallel shocks",undefined,null
119229,"2018-03-17 23:39:43 UTC","2018-03-17 23:41:43 UTC",burst_segment,mms,Burst,861,"in and out Quasi-parallel shocks",undefined,null
119230,"2018-03-17 23:41:43 UTC","2018-03-17 23:43:43 UTC",burst_segment,mms,Burst,861,"in and out Quasi-parallel shocks",undefined,null
119231,"2018-03-18 00:07:13 UTC","2018-03-18 00:09:33 UTC",burst_segment,mms,Burst,861,"Quasi-Parallel shock",undefined,null
119232,"2018-03-18 00:09:33 UTC","2018-03-18 00:11:53 UTC",burst_segment,mms,Burst,861,"Quasi-Parallel shock",undefined,null
119233,"2018-03-18 00:11:53 UTC","2018-03-18 00:14:23 UTC",burst_segment,mms,Burst,861,"Quasi-Parallel shock",undefined,null
119234,"2018-03-18 00:14:23 UTC","2018-03-18 00:16:43 UTC",burst_segment,mms,Burst,861,"Quasi-Parallel shock",undefined,null
120029,"2018-04-01 18:08:12 UTC","2018-04-04 01:42:15 UTC",sitl_report,mms,SITL,867,"Somewhat active orbit. First ROI without a clean MP crossing, but multiple extended full and partial quasiparallel BS crossings. Nothing of interest in the second ROI. Third ROI had extended quasiparallel BS crossing with possible HFAs and an extended MP crossing.",undefined,null
119985,"2018-04-02 01:38:33 UTC","2018-04-02 01:40:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter",undefined,null
119986,"2018-04-02 01:40:33 UTC","2018-04-02 01:42:23 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter",undefined,null
119987,"2018-04-02 01:42:23 UTC","2018-04-02 01:44:23 UTC",burst_segment,mms,Burst,867,"Extended quasiparallelBS encounter",undefined,null
119988,"2018-04-02 01:54:23 UTC","2018-04-02 01:56:43 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
119989,"2018-04-02 01:56:43 UTC","2018-04-02 01:59:03 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
119990,"2018-04-02 01:59:03 UTC","2018-04-02 02:01:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
119991,"2018-04-02 02:01:33 UTC","2018-04-02 02:03:53 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
119992,"2018-04-02 02:03:53 UTC","2018-04-02 02:06:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
119993,"2018-04-02 02:29:23 UTC","2018-04-02 02:30:43 UTC",burst_segment,mms,Burst,867,"Quasiparallel BS crossing; weak/moderate currents",undefined,null
119994,"2018-04-02 02:30:43 UTC","2018-04-02 02:32:03 UTC",burst_segment,mms,Burst,867,"Quasiparallel BS crossing; weak/moderate currents",undefined,null
119998,"2018-04-02 03:10:03 UTC","2018-04-02 03:12:23 UTC",burst_segment,mms,Burst,867,"Quasiparallel BS crossing",undefined,null
119999,"2018-04-02 03:12:23 UTC","2018-04-02 03:14:43 UTC",burst_segment,mms,Burst,867,"Quasiparallel BS crossing",undefined,null
120000,"2018-04-02 03:24:53 UTC","2018-04-02 03:27:23 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossings; moderate currents",undefined,null
120001,"2018-04-02 03:27:23 UTC","2018-04-02 03:29:53 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossings; moderate currents",undefined,null
120004,"2018-04-02 04:11:33 UTC","2018-04-02 04:14:53 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120005,"2018-04-02 04:17:43 UTC","2018-04-02 04:20:43 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing; mweak/moderate currents",undefined,null
120006,"2018-04-02 04:24:03 UTC","2018-04-02 04:26:23 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing; weak/moderate currents",undefined,null
120008,"2018-04-02 04:28:43 UTC","2018-04-02 04:31:03 UTC",burst_segment,mms,Burst,867,"(fill) Extended quasiparallel BS crossing; weak/moderate currents",undefined,null
120009,"2018-04-02 04:31:03 UTC","2018-04-02 04:33:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing; weak/moderate currents",undefined,null
120010,"2018-04-02 04:33:13 UTC","2018-04-02 04:35:33 UTC",burst_segment,mms,Burst,867,"(fill) Extended quasiparallel BS crossing; weak/moderate currents",undefined,null
120011,"2018-04-02 04:35:33 UTC","2018-04-02 04:37:53 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing; weak/moderate currents",undefined,null
120012,"2018-04-02 04:37:53 UTC","2018-04-02 04:40:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing; weak/moderate currents",undefined,null
120013,"2018-04-02 04:40:13 UTC","2018-04-02 04:42:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing; weak/moderate currents",undefined,null
120048,"2018-04-03 14:34:43 UTC","2018-04-03 14:37:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120049,"2018-04-03 14:37:13 UTC","2018-04-03 14:39:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120050,"2018-04-03 14:39:33 UTC","2018-04-03 14:42:03 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120051,"2018-04-03 14:42:03 UTC","2018-04-03 14:44:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120052,"2018-04-03 14:44:33 UTC","2018-04-03 14:46:53 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120053,"2018-04-03 14:46:53 UTC","2018-04-03 14:49:23 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120054,"2018-04-03 14:49:23 UTC","2018-04-03 14:51:43 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120055,"2018-04-03 14:51:43 UTC","2018-04-03 14:54:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120056,"2018-04-03 14:54:13 UTC","2018-04-03 14:56:43 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120057,"2018-04-03 14:56:43 UTC","2018-04-03 14:59:03 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120058,"2018-04-03 14:59:03 UTC","2018-04-03 15:01:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120059,"2018-04-03 15:01:33 UTC","2018-04-03 15:04:03 UTC",burst_segment,mms,Burst,867,"(fill) Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120060,"2018-04-03 15:04:03 UTC","2018-04-03 15:06:23 UTC",burst_segment,mms,Burst,867,"(fill) Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120061,"2018-04-03 15:06:23 UTC","2018-04-03 15:08:53 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120062,"2018-04-03 15:08:53 UTC","2018-04-03 15:11:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120063,"2018-04-03 15:11:13 UTC","2018-04-03 15:13:43 UTC",burst_segment,mms,Burst,867,"(fill) Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120064,"2018-04-03 15:13:43 UTC","2018-04-03 15:16:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120065,"2018-04-03 15:16:13 UTC","2018-04-03 15:18:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120066,"2018-04-03 15:18:33 UTC","2018-04-03 15:21:03 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS encounter w/ possible HFAs",undefined,null
120067,"2018-04-03 15:23:33 UTC","2018-04-03 15:25:53 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120068,"2018-04-03 15:25:53 UTC","2018-04-03 15:28:23 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120069,"2018-04-03 15:28:23 UTC","2018-04-03 15:30:43 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120070,"2018-04-03 15:30:43 UTC","2018-04-03 15:33:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120071,"2018-04-03 15:33:13 UTC","2018-04-03 15:35:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120072,"2018-04-03 15:35:33 UTC","2018-04-03 15:37:53 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120073,"2018-04-03 15:37:53 UTC","2018-04-03 15:40:23 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120074,"2018-04-03 15:40:23 UTC","2018-04-03 15:42:43 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120075,"2018-04-03 15:42:43 UTC","2018-04-03 15:45:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120076,"2018-04-03 15:45:13 UTC","2018-04-03 15:47:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120077,"2018-04-03 15:47:33 UTC","2018-04-03 15:50:03 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120078,"2018-04-03 15:50:03 UTC","2018-04-03 15:52:23 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120079,"2018-04-03 15:52:23 UTC","2018-04-03 15:54:43 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120080,"2018-04-03 15:54:43 UTC","2018-04-03 15:57:13 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120081,"2018-04-03 15:57:13 UTC","2018-04-03 15:59:33 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120082,"2018-04-03 15:59:33 UTC","2018-04-03 16:02:03 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120083,"2018-04-03 16:02:03 UTC","2018-04-03 16:04:23 UTC",burst_segment,mms,Burst,867,"Extended quasiparallel BS crossing",undefined,null
120241,"2018-04-04 14:03:03 UTC","2018-04-06 21:10:15 UTC",sitl_report,mms,SITL,868,"Active orbit. First ROI had extended BL encounter/MP crossing and multiple high-Mach number quasiparallel BS crossings. Second ROI had a few SW current sheets. Third ROI had multiple quasiparallel BS crossings.",undefined,null
120308,"2018-04-06 13:57:43 UTC","2018-04-06 14:00:03 UTC",burst_segment,mms,Burst,868,"Quasiparallel BS crossing or HFA",undefined,null
120309,"2018-04-06 14:30:43 UTC","2018-04-06 14:32:33 UTC",burst_segment,mms,Burst,868,"Quasiparallel BS crossing",undefined,null
120310,"2018-04-06 14:32:33 UTC","2018-04-06 14:34:23 UTC",burst_segment,mms,Burst,868,"Quasiparallel BS crossing",undefined,null
